File,lapneg_gavg,lappos_gavg,sobelh_gavg,sobelv_gavg,Variance,Crofton Perimeter,Number of Corners,Average Corner Strength,Sobel V Color Avg,Sobel V Gray Avg,Sobel H Color Avg,sobelv_gmax50,sobelh_gmax50,sobelh_gmax10,lapneg_gmax50,Class
046TE_055925.jpg,1.32538737,250.4346777,0.663808594,0.97671224,0.195845111,0.112804192,1260.838302,0.039416933,0.678300781,69.83521484,38.8590332,1.485364583,1.330487805,4.125,1.493020833,0
030FD_002150.jpg,3.956598307,237.1941895,1.631302083,1.858961589,0.387768514,0.177306423,8851.65885,0.709719058,1.668938802,77.04192708,42.86724392,2.760255168,2.436864723,7.377929688,5.203984375,0
030FD_071675.jpg,2.852320964,251.7905436,1.003268229,1.038857422,0.282740677,0.112804192,4454.717578,0.428672191,1.019166667,65.51108615,45.67894314,1.940703125,1.658059896,4.291015625,4.284882813,0
030FD_068375.jpg,2.982477214,253.2379688,1.03499349,1.157848307,0.359742829,0.112804192,4275.825951,0.212614818,1.103531901,71.71951172,53.2418533,1.725182292,1.682721354,5.149088542,4.085329582,0
030FD_037825.jpg,3.213076172,241.5331055,1.185423177,1.627490234,0.352999816,0.142267003,4399.469775,0.169013107,1.218184679,82.61396376,44.4227105,3.252663623,1.971212121,5.139973958,4.122129187,0
046TE_071800.jpg,1.825807292,226.8882487,1.057539063,1.109527995,0.527216279,0.112804192,3277.825595,0.235872457,1.084326172,51.38011285,38.80834527,1.684856771,1.662552083,4.895833333,2.362773438,0
030FD_000975.jpg,4.531402995,232.3270215,1.829967448,2.017047526,0.449865771,0.159275264,9932.720548,0.877321742,1.875983073,81.82970052,43.27189996,3.298727629,2.7865625,11.90299479,6.034322917,0
030FD_038575.jpg,2.420791016,245.8508594,0.862220052,1.342259115,0.383105174,0.113290757,1867.426307,0.054682476,0.930924479,83.36437934,37.805523,3.07947787,1.631832298,4.75,3.23298913,0
046TE_057525.jpg,1.167561849,240.7900586,0.531546224,0.855921224,0.609860765,0.113462783,575.487411,0.029381546,0.561055773,55.03073134,47.73065972,1.497552083,0.775104167,3.843424479,1.351901042,0
030FD_017425.jpg,2.929189453,244.3164583,1.068164063,1.211513672,0.512205152,0.115516972,4712.119241,0.323218088,1.146783854,48.81446398,39.29572374,2.944358178,2.495419255,6.05859375,4.33122428,0
